2024-06-01 10:54:39 - #----------Config info----------#
2024-06-01 10:54:39 - model_config: {'num_classes': 2, 'input_channels': 4, 'c_list': [8, 16, 24, 32, 48, 64], 'split_att': 'fc', 'bridge': True},
2024-06-01 10:54:39 - test_weights: ,
2024-06-01 10:54:39 - datasets: ISIC2017,
2024-06-01 10:54:39 - data_path: ,
2024-06-01 10:54:39 - criterion: BceDiceLoss(
  (bce): BCELoss(
    (bceloss): BCELoss()
  )
  (dice): DiceLoss()
),
2024-06-01 10:54:39 - num_classes: 1,
2024-06-01 10:54:39 - input_size_h: 384,
2024-06-01 10:54:39 - input_size_w: 384,
2024-06-01 10:54:39 - input_channels: 4,
2024-06-01 10:54:39 - distributed: False,
2024-06-01 10:54:39 - local_rank: -1,
2024-06-01 10:54:39 - num_workers: 0,
2024-06-01 10:54:39 - seed: 42,
2024-06-01 10:54:39 - world_size: None,
2024-06-01 10:54:39 - rank: None,
2024-06-01 10:54:39 - amp: False,
2024-06-01 10:54:39 - batch_size: 4,
2024-06-01 10:54:39 - epochs: 80,
2024-06-01 10:54:39 - work_dir: ./results/,
2024-06-01 10:54:39 - print_interval: 5000,
2024-06-01 10:54:39 - val_interval: 1,
2024-06-01 10:54:39 - save_interval: 1,
2024-06-01 10:54:39 - threshold: 0.5,
2024-06-01 10:54:39 - opt: AdamW,
2024-06-01 10:54:39 - lr: 0.001,
2024-06-01 10:54:39 - betas: (0.9, 0.999),
2024-06-01 10:54:39 - eps: 1e-08,
2024-06-01 10:54:39 - weight_decay: 0.01,
2024-06-01 10:54:39 - amsgrad: False,
2024-06-01 10:54:39 - sch: CosineAnnealingLR,
2024-06-01 10:54:39 - T_max: 50,
2024-06-01 10:54:39 - eta_min: 1e-05,
2024-06-01 10:54:39 - last_epoch: -1,
2024-06-01 10:54:41 - train: epoch 1, iter:0, loss: 1.5209, lr: 0.001
2024-06-01 12:01:44 - train: epoch 1, iter:5000, loss: 0.7969, lr: 0.001
2024-06-01 12:24:39 - val epoch: 1,  miou: 0.7440604166754949, f1_or_dsc: 0.8532507355379502, accuracy: 0.876666443593115
2024-06-01 12:24:40 - train: epoch 2, iter:0, loss: 0.6451, lr: 0.0009990232305719944
2024-06-01 13:35:32 - train: epoch 2, iter:5000, loss: 0.6645, lr: 0.0009990232305719944
2024-06-01 13:57:39 - val epoch: 2,  miou: 0.7686450127792283, f1_or_dsc: 0.8691908293924833, accuracy: 0.8921314791261271
2024-06-01 13:57:39 - train: epoch 3, iter:0, loss: 0.7185, lr: 0.0009960967771506664
2024-06-01 15:07:28 - train: epoch 3, iter:5000, loss: 0.6472, lr: 0.0009960967771506664
2024-06-01 15:30:06 - val epoch: 3,  miou: 0.7499438169078837, f1_or_dsc: 0.8571061649659355, accuracy: 0.8806500092206098
2024-06-01 15:30:07 - train: epoch 4, iter:0, loss: 0.6334, lr: 0.0009912321891107007
2024-06-01 16:39:58 - train: epoch 4, iter:5000, loss: 0.6707, lr: 0.0009912321891107007
2024-06-01 17:02:46 - val epoch: 4,  miou: 0.6824014862907296, f1_or_dsc: 0.8112231139253836, accuracy: 0.8222004402150124
2024-06-01 17:02:47 - train: epoch 5, iter:0, loss: 0.8665, lr: 0.0009844486647586721
2024-06-01 18:12:42 - train: epoch 5, iter:5000, loss: 0.6339, lr: 0.0009844486647586721
2024-06-01 18:35:37 - val epoch: 5,  miou: 0.7872580158766279, f1_or_dsc: 0.8809673912588246, accuracy: 0.898579188027864
2024-06-01 18:35:38 - train: epoch 6, iter:0, loss: 0.6594, lr: 0.0009757729755661009
2024-06-01 19:45:31 - train: epoch 6, iter:5000, loss: 0.5539, lr: 0.0009757729755661009
2024-06-01 20:08:40 - val epoch: 6,  miou: 0.8004455465496378, f1_or_dsc: 0.8891638495633556, accuracy: 0.9066066696263335
2024-06-01 20:08:41 - train: epoch 7, iter:0, loss: 0.5424, lr: 0.0009652393605146842
2024-06-01 21:17:33 - train: epoch 7, iter:5000, loss: 0.6410, lr: 0.0009652393605146842
2024-06-01 21:40:13 - val epoch: 7,  miou: 0.7191604655419971, f1_or_dsc: 0.8366414653623022, accuracy: 0.8554540836670046
2024-06-01 21:40:14 - train: epoch 8, iter:0, loss: 0.7198, lr: 0.0009528893909706795
2024-06-01 22:49:41 - train: epoch 8, iter:5000, loss: 0.5834, lr: 0.0009528893909706795
2024-06-01 23:11:53 - val epoch: 8,  miou: 0.6923926453790138, f1_or_dsc: 0.8182411419354182, accuracy: 0.8292430547405132
2024-06-01 23:11:54 - train: epoch 9, iter:0, loss: 0.8980, lr: 0.0009387718066217122
2024-06-02 00:20:09 - train: epoch 9, iter:5000, loss: 0.6548, lr: 0.0009387718066217122
2024-06-02 00:43:19 - val epoch: 9,  miou: 0.7559496038677876, f1_or_dsc: 0.8610151478182241, accuracy: 0.8774647014010791
2024-06-02 00:43:20 - train: epoch 10, iter:0, loss: 0.5344, lr: 0.0009229423231234972
2024-06-02 01:50:52 - train: epoch 10, iter:5000, loss: 0.5791, lr: 0.0009229423231234972
2024-06-02 02:12:00 - val epoch: 10,  miou: 0.7736088921618267, f1_or_dsc: 0.8723556761365645, accuracy: 0.8919457593203992
2024-06-02 02:12:01 - train: epoch 11, iter:0, loss: 0.4875, lr: 0.0009054634122155987
2024-06-02 03:16:34 - train: epoch 11, iter:5000, loss: 0.5372, lr: 0.0009054634122155987
2024-06-02 03:38:45 - val epoch: 11,  miou: 0.8202978422926215, f1_or_dsc: 0.9012787064115574, accuracy: 0.9170153382468339
2024-06-02 03:38:46 - train: epoch 12, iter:0, loss: 0.5954, lr: 0.0008864040551740153
2024-06-02 04:44:55 - train: epoch 12, iter:5000, loss: 0.5218, lr: 0.0008864040551740153
2024-06-02 05:06:14 - val epoch: 12,  miou: 0.7827187138983397, f1_or_dsc: 0.8781180202980408, accuracy: 0.8978773240401494
2024-06-02 05:06:15 - train: epoch 13, iter:0, loss: 0.4627, lr: 0.0008658394705735984
2024-06-02 06:09:50 - train: epoch 13, iter:5000, loss: 0.5344, lr: 0.0008658394705735984
2024-06-02 06:32:02 - val epoch: 13,  miou: 0.8023568480569416, f1_or_dsc: 0.8903418309442269, accuracy: 0.9077321882058975
2024-06-02 06:32:03 - train: epoch 14, iter:0, loss: 0.5677, lr: 0.0008438508174347006
2024-06-02 07:36:26 - train: epoch 14, iter:5000, loss: 0.5071, lr: 0.0008438508174347006
2024-06-02 07:58:07 - val epoch: 14,  miou: 0.8296698419866453, f1_or_dsc: 0.906906615551792, accuracy: 0.9216696243845367
2024-06-02 07:58:08 - train: epoch 15, iter:0, loss: 0.5242, lr: 0.000820524874925601
2024-06-02 09:02:06 - train: epoch 15, iter:5000, loss: 0.4648, lr: 0.000820524874925601
2024-06-02 09:23:59 - val epoch: 15,  miou: 0.7824923650172946, f1_or_dsc: 0.8779755586888054, accuracy: 0.8964618231321213
2024-06-02 09:24:00 - train: epoch 16, iter:0, loss: 0.5264, lr: 0.000795953699884774
2024-06-02 10:29:34 - train: epoch 16, iter:5000, loss: 0.4543, lr: 0.000795953699884774
2024-06-02 10:51:35 - val epoch: 16,  miou: 0.8294590852247132, f1_or_dsc: 0.9067806893564175, accuracy: 0.9225206331518411
2024-06-02 10:51:35 - train: epoch 17, iter:0, loss: 0.4105, lr: 0.000770234263514603
2024-06-02 11:56:58 - train: epoch 17, iter:5000, loss: 0.4385, lr: 0.000770234263514603
2024-06-02 12:19:36 - val epoch: 17,  miou: 0.7982748265614622, f1_or_dsc: 0.8878229453813449, accuracy: 0.904048647646271
2024-06-02 12:19:37 - train: epoch 18, iter:0, loss: 0.5438, lr: 0.0007434680686803488
2024-06-02 13:23:50 - train: epoch 18, iter:5000, loss: 0.5026, lr: 0.0007434680686803488
2024-06-02 13:44:48 - val epoch: 18,  miou: 0.7915296080424994, f1_or_dsc: 0.8836355307656433, accuracy: 0.901527257390946
2024-06-02 13:44:49 - train: epoch 19, iter:0, loss: 0.4935, lr: 0.0007157607493247108
2024-06-02 14:39:32 - train: epoch 19, iter:5000, loss: 0.4514, lr: 0.0007157607493247108
2024-06-02 15:00:34 - val epoch: 19,  miou: 0.8439127886126813, f1_or_dsc: 0.9153500033454645, accuracy: 0.930678881210481
2024-06-02 15:00:35 - train: epoch 20, iter:0, loss: 0.4494, lr: 0.0006872216535789154
2024-06-02 15:56:06 - train: epoch 20, iter:5000, loss: 0.4009, lr: 0.0006872216535789154
2024-06-02 16:16:20 - val epoch: 20,  miou: 0.8125475817254244, f1_or_dsc: 0.8965806910866675, accuracy: 0.9145170190059375
2024-06-02 16:16:21 - train: epoch 21, iter:0, loss: 0.4489, lr: 0.0006579634122155987
2024-06-02 17:09:07 - train: epoch 21, iter:5000, loss: 0.4228, lr: 0.0006579634122155987
2024-06-02 17:29:39 - val epoch: 21,  miou: 0.8755341527330422, f1_or_dsc: 0.933637120344844, accuracy: 0.9460914085250313
2024-06-02 17:29:40 - train: epoch 22, iter:0, loss: 0.4099, lr: 0.0006281014941466028
2024-06-02 18:22:14 - train: epoch 22, iter:5000, loss: 0.3919, lr: 0.0006281014941466028
2024-06-02 18:42:52 - val epoch: 22,  miou: 0.8664931954616837, f1_or_dsc: 0.9284718503860964, accuracy: 0.9415750745090469
2024-06-02 18:42:53 - train: epoch 23, iter:0, loss: 0.4196, lr: 0.0005977537507199335
2024-06-02 19:35:16 - train: epoch 23, iter:5000, loss: 0.3953, lr: 0.0005977537507199335
2024-06-02 19:55:57 - val epoch: 23,  miou: 0.8426043203207418, f1_or_dsc: 0.9145797728012163, accuracy: 0.9290793091856834
2024-06-02 19:55:58 - train: epoch 24, iter:0, loss: 0.4349, lr: 0.0005670399506143305
2024-06-02 20:47:23 - train: epoch 24, iter:5000, loss: 0.3812, lr: 0.0005670399506143305
2024-06-02 21:08:06 - val epoch: 24,  miou: 0.8661572556420838, f1_or_dsc: 0.9282789572243925, accuracy: 0.9415862086964879
2024-06-02 21:08:07 - train: epoch 25, iter:0, loss: 0.3961, lr: 0.0005360813071670099
2024-06-02 21:59:56 - train: epoch 25, iter:5000, loss: 0.3707, lr: 0.0005360813071670099
2024-06-02 22:20:40 - val epoch: 25,  miou: 0.8467437423891728, f1_or_dsc: 0.9170127104843706, accuracy: 0.9334427713750885
2024-06-02 22:20:41 - train: epoch 26, iter:0, loss: 0.3576, lr: 0.0005049999999999998
2024-06-02 23:19:00 - train: epoch 26, iter:5000, loss: 0.3833, lr: 0.0005049999999999998
2024-06-02 23:41:16 - val epoch: 26,  miou: 0.8657975997696202, f1_or_dsc: 0.928072369560905, accuracy: 0.941812111862651
2024-06-02 23:41:17 - train: epoch 27, iter:0, loss: 0.3747, lr: 0.0004739186928329897
